-531|-835.4918649184069
612|750.0113463315183
-256|-855.7104777998333
129|-242.54937991053066
123|-770.6067058432773
969|-522.0915196585381
-781|-647.4885628695195
-983|874.1403935872702
591|-768.1148395068961
206|-691.4451182285715
325|578.5253900138027
87|-95.12385790199392
-608|321.5165048494641
296|-886.3862653167789
16|-184.12610857708046
-413|164.20834610370116
116|-922.9641010928132
-48|-862.9239643781226
677|193.24957183286529
487|-540.7957691994309
-241|-849.5749127405896
430|890.1101731445326
-651|-602.901828419735
-982|880.791368495429
-748|442.3692462723318
-76|12.510730708820347
755|220.031022272545
879|850.8850137773381
-178|-757.3595341031139
-657|-956.4596403580134
-34|13.96531183745742
-771|-93.32254721821403
-27|-360.13487415251745
190|515.3633378324585
208|-130.93750625251243
926|883.8386295116356
-929|714.266301138214
145|110.15190389059694
697|50.28652036875883
-303|-749.1106344955803
